,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
121,False,/9hRVHqT4zfdUgfri98TcqJPS2cf.jpg,"[28, 53, 878]",5548,en,RoboCop,"In a violent, near-apocalyptic Detroit, evil corporation Omni Consumer Products wins a contract from the city government to privatize the police force. To test their crime-eradicating cyborgs, the company leads street cop Alex Murphy into an armed confrontation with crime lord Boddicker so they can use his body to support their untested RoboCop prototype. But when RoboCop learns of the company's nefarious plans, he turns on his masters.",200.915,/hHtOgGb3NihlyRATHlKPaFApbrd.jpg,1987-07-17,RoboCop,False,7.322,4933
122,False,/xJHokMbljvjADYdit5fK5VQsXEG.jpg,"[12, 18, 878]",157336,en,Interstellar,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,199.467,/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,2014-11-05,Interstellar,False,8.436,34613
123,False,/iTyh3hqTUjiRqQo8Uz1w1KtQti9.jpg,"[18, 878, 9648]",329865,en,Arrival,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",199.198,/pEzNVQfdzYDzVK0XqxERIw2x2se.jpg,2016-11-10,Arrival,False,7.603,17371
124,False,/suaEOtk1N1sgg2MTM7oZd2cfVp3.jpg,"[53, 80]",680,en,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.",230.346,/d5iIlFn5s0ImszYzBPb8JPIfbXD.jpg,1994-09-10,Pulp Fiction,False,8.488,27286
125,False,/mDfJG3LC3Dqb67AZ52x3Z0jU0uB.jpg,"[12, 28, 878]",299536,en,Avengers: Infinity War,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.",263.208,/7WsyChQLEftFiDOVTGkv3hFpyyt.jpg,2018-04-25,Avengers: Infinity War,False,8.246,29050
126,False,/6MmYsaK6poR8f4R8jsBnJBU5tfd.jpg,"[18, 35]",400928,en,Gifted,"Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.",184.653,/7YB2YrMwIm1g8FyZtlvmVDfRnAT.jpg,2017-04-07,Gifted,False,8.037,5269
127,False,/uMSxXLfH7v30gRNBqsQaSP3yqX5.jpg,"[16, 35, 10751, 12, 80, 878]",438148,en,Minions: The Rise of Gru,"A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions.",151.408,/wKiOkZTN9lUUUNZLmtnwubZYONg.jpg,2022-06-29,Minions: The Rise of Gru,False,7.343,3414
128,False,/8lBViysvNJBPkl6zG1LVAaW3qhj.jpg,"[28, 12, 53]",206647,en,Spectre,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",214.089,/zj8ongFhtWNsVlfjOGo8pSr7PQg.jpg,2015-10-26,Spectre,False,6.543,10294
129,False,/mYIWIFZRrxCVsOUFM9uUpOdgJ3I.jpg,"[12, 10751, 878]",1071866,en,Space Pups,Two young children and their parents help a trio of aliens transformed as friendly dogs to escape the clutches of a local UFO hunter as they repair their spaceship.,177.513,/jKrQikFt0fhkGTZ79d9DsS7y73z.jpg,2023-07-27,Space Pups,False,7.542,12
130,False,/7I6VUdPj6tQECNHdviJkUHD2u89.jpg,"[28, 53, 80]",603692,en,John Wick: Chapter 4,"With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",195.096,/vZloFAK7NmvMGKE7VkF5UHaz0I.jpg,2023-03-22,John Wick: Chapter 4,False,7.741,6030
131,False,/3Kzc6V4MWs3RXCmE5DhAYnfWL8F.jpg,"[16, 35, 878]",1239251,en,Megamind vs. the Doom Syndicate,"Megamind's former villain team, The Doom Syndicate, has returned. Our newly crowned blue hero must now keep up evil appearances until he can assemble his friends (Roxanne, Ol' Chum and Keiko) to stop his former evil teammates from launching Metro City to the Moon.",204.416,/1N7terrMeZPwK5qq31MUD0HQ3IG.jpg,2024-03-29,Megamind vs. the Doom Syndicate,False,4.955,99
132,False,/jr8tSoJGj33XLgFBy6lmZhpGQNu.jpg,"[16, 12, 14, 35, 10751]",315162,en,Puss in Boots: The Last Wish,"Puss in Boots discovers that his passion for adventure has taken its toll: He has burned through eight of his nine lives, leaving him with only one life left. Puss sets out on an epic journey to find the mythical Last Wish and restore his nine lives.",174.738,/kuf6dutpsT0vSVehic3EZIqkOBt.jpg,2022-12-07,Puss in Boots: The Last Wish,False,8.235,7357
133,False,/hziiv14OpD73u9gAak4XDDfBKa2.jpg,"[12, 14]",671,en,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",205.371,/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,2001-11-16,Harry Potter and the Philosopher's Stone,False,7.913,26699
134,False,/hvqNAz3cq48sh9GKxu4lPiogfBo.jpg,"[28, 80, 9648, 53]",996154,en,Black Lotus,An ex-special forces operative wages a one man war through the streets of Amsterdam to rescue his friend's daughter from the local crime syndicate.,216.553,/y3AeW200hqGLxoPyHMDHpzudylz.jpg,2023-04-12,Black Lotus,False,6.525,122
135,False,/6aoyUbvu0419XLKLIMoH0TkEicH.jpg,"[80, 18]",103,en,Taxi Driver,A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feed his urge for violent action.,168.638,/ekstpH614fwDX8DUln1a2Opz0N8.jpg,1976-02-09,Taxi Driver,False,8.151,11879
136,False,/bmAzESah8IUNRQX5MqeyUrhE5Pr.jpg,"[9648, 878]",2666,en,Dark City,"A man struggles with memories of his past, including a wife he cannot remember, in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans.",196.632,/AdBe2ow8hdlT2aLBYuUjs0Xkqkw.jpg,1998-02-27,Dark City,False,7.325,2712
137,False,/g83O8ykeRhsMoHA0LjtOOi8m6ZW.jpg,"[35, 28]",1143019,fr,Les Infaillibles,"When a gang of robbers provokes chaos in Paris and humiliates the police, the Minister of the Interior wants new blood at the helm of the investigation: Alia is from Marseille, fiery-tempered and unmanageable, Hugo is Parisian, valedictorian and meticulous. In short, they have every reason to hate each other. A forced alliance, for better or for worse, or maybe blossoming into something else?",290.129,/7PoIAvL3Io5v0HyBliXfXZruQTi.jpg,2024-06-20,The Infallibles,False,5.1,16
138,False,/1fldJZ43ftMj3gKbhf8idjI7fWO.jpg,"[28, 53, 80]",1701,en,Con Air,"Newly-paroled former US Army ranger Cameron Poe is headed back to his wife, but must fly home aboard a prison transport flight dubbed ""Jailbird"" taking the “worst of the worst” prisoners, a group described as “pure predators”, to a new super-prison. Poe faces impossible odds when the transport plane is skyjacked mid-flight by the most vicious criminals in the country led by the mastermind — genius serial killer Cyrus ""The Virus"" Grissom, and backed by black militant Diamond Dog and psychopath Billy Bedlam.",202.542,/kOKjgrEzGOP92rVQ6srA9jtp60l.jpg,1997-06-05,Con Air,False,6.751,4033
139,False,/2vFuG6bWGyQUzYS9d69E5l85nIz.jpg,"[28, 12, 878]",667538,en,Transformers: Rise of the Beasts,"When a new threat capable of destroying the entire planet emerges, Optimus Prime and the Autobots must team up with a powerful faction known as the Maximals. With the fate of humanity hanging in the balance, humans Noah and Elena will do whatever it takes to help the Transformers as they engage in the ultimate battle to save Earth.",194.777,/gPbM0MK8CP8A174rmUwGsADNYKD.jpg,2023-06-06,Transformers: Rise of the Beasts,False,7.33,4321
140,False,/9wJO4MBzkqgUZemLTGEsgUbYyP6.jpg,"[878, 9648, 53]",720321,en,Breathe,"Air-supply is scarce in the near future, forcing a mother and daughter to fight for survival when two strangers arrive desperate for an oxygenated haven.",192.482,/wTW2t8ocWDlHns8I7vQxuqkyK58.jpg,2024-04-04,Breathe,False,5.341,85
141,False,/lUlz0oE3zhAku7QvGoDJCeaFuiO.jpg,"[28, 9648, 53]",1111966,en,Mercy,"An ex-military doctor finds herself in a deadly battle for survival when the Irish mafia seize control of the hospital at which she works. When her son is taken hostage, she is forced to rely upon her battle-hardened past and lethal skills after realizing there’s no one left to save the day but her.",198.48,/8voINwqMlscROrjhN97fGkmhvEV.jpg,2023-05-12,Mercy,False,6.289,64
142,False,/roYyPiQDQKmIKUEhO912693tSja.jpg,"[27, 18, 878]",447332,en,A Quiet Place,A family is forced to live in silence while hiding from creatures that hunt by sound.,182.868,/nAU74GmpUk7t5iklEp3bufwDq4n.jpg,2018-04-03,A Quiet Place,False,7.396,13675
143,False,/2aBDIqdSchYcPnkXqMRctRfYjSV.jpg,"[27, 53]",1264966,en,Silence of the Prey,"In a desperate bid to secure a future for her child, an undocumented immigrant mother takes a caretaker job. Unbeknownst to her, the elderly man conceals a horrifying truth.",183.987,/xRKmXt7036pVZ0OMNgzLsGa26pX.jpg,2024-05-14,Silence of the Prey,False,5.286,7
144,False,/9pkZesKMnblFfKxEhQx45YQ2kIe.jpg,"[27, 53]",381288,en,Split,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",201.075,/lli31lYTFpvxVBeFHWoe5PMfW5s.jpg,2017-01-19,Split,False,7.3,17002
145,False,/cjRUhKyt2Jo3V1KNzc5tpPNfccG.jpg,"[878, 28, 12]",320288,en,Dark Phoenix,"The X-Men face their most formidable and powerful foe when one of their own, Jean Grey, starts to spiral out of control. During a rescue mission in outer space, Jean is nearly killed when she's hit by a mysterious cosmic force. Once she returns home, this force not only makes her infinitely more powerful, but far more unstable. The X-Men must now band together to save her soul and battle aliens that want to use Grey's new abilities to rule the galaxy.",172.322,/cCTJPelKGLhALq3r51A9uMonxKj.jpg,2019-06-05,Dark Phoenix,False,5.978,6311
146,False,/8rpDcsfLJypbO6vREc0547VKqEv.jpg,"[878, 12, 28]",76600,en,Avatar: The Way of Water,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.",160.75,/t6HIqrRAclMCA60NsSmeqe9RmNV.jpg,2022-12-14,Avatar: The Way of Water,False,7.625,11416
147,False,/zMtBbNhROxPf0urHSBoZUnqJEwT.jpg,"[16, 10751, 10402, 14, 35]",901362,en,Trolls Band Together,"When Branch's brother, Floyd, is kidnapped for his musical talents by a pair of nefarious pop-star villains, Branch and Poppy embark on a harrowing and emotional journey to reunite the other brothers and rescue Floyd from a fate even worse than pop-culture obscurity.",173.753,/bkpPTZUdq31UGDovmszsg2CchiI.jpg,2023-10-12,Trolls Band Together,False,7.349,779
148,False,/rzu9BVI9HqY5rG0Xq05ZhewdkYP.jpg,"[18, 35, 10749]",641934,en,Am I OK?,"Lucy and Jane have been best friends for most of their lives and think they know everything there is to know about each other. But when Jane announces she's moving to London, Lucy reveals a long-held secret. As Jane tries to help Lucy, their friendship is thrown into chaos.",186.237,/qKkaG7HVFVe7C1JuxTGwNz0eSyL.jpg,2024-06-11,Am I OK?,False,6.5,112
149,False,/gG9fTyDL03fiKnOpf2tr01sncnt.jpg,"[28, 878, 14]",526896,en,Morbius,"Dangerously ill with a rare blood disorder, and determined to save others suffering his same fate, Dr. Michael Morbius attempts a desperate gamble. What at first appears to be a radical success soon reveals itself to be a remedy potentially worse than the disease.",175.085,/6JjfSchsU6daXk2AKX8EEBjO3Fm.jpg,2022-03-30,Morbius,False,6.036,4138
150,False,/iQFcwSGbZXMkeyKrxbPnwnRo5fl.jpg,"[28, 12, 878]",634649,en,Spider-Man: No Way Home,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",196.044,/1g0dhYtq4irTY1GPXvft6k4YLjm.jpg,2021-12-15,Spider-Man: No Way Home,False,7.965,19543
151,False,/9c0lHTXRqDBxeOToVzRu0GArSne.jpg,"[878, 28]",935271,en,After the Pandemic,"Set in a post-apocalyptic world where a global airborne pandemic has wiped out 90% of the Earth's population and only the young and immune have endured as scavengers. For Ellie and Quinn, the daily challenges to stay alive are compounded when they become hunted by the merciless Stalkers.",194.267,/p1LbrdJ53dGfEhRopG71akfzOVu.jpg,2022-03-01,After the Pandemic,False,4.857,70
152,False,/hFtJz4TvoiJJcw2ZOMdhK22aU9P.jpg,[14],617127,en,Blade,A film set in the Marvel Cinematic Universe (MCU) based on the Marvel Comics character of the same name.,186.656,/fKqA4rgVJwrM7Gb3tQ9TGHnu8Tr.jpg,2025-11-05,Blade,False,0.0,0
153,False,/oBIQDKcqNxKckjugtmzpIIOgoc4.jpg,"[28, 53, 10752]",969492,en,Land of Bad,"When a Delta Force special ops mission goes terribly wrong, Air Force drone pilot Reaper has 48 hours to remedy what has devolved into a wild rescue operation. With no weapons and no communication other than the drone above, the ground mission suddenly becomes a full-scale battle when the team is discovered by the enemy.",171.473,/h3jYanWMEJq6JJsCopy1h7cT2Hs.jpg,2024-01-25,Land of Bad,False,7.315,841
154,False,/vVMh8NK0IqxiRdiEztHfClyRnNw.jpg,"[9648, 18]",15,en,Citizen Kane,"Newspaper magnate Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.",196.091,/sav0jxhqiH0bPr2vZFU0Kjt2nZL.jpg,1941-04-17,Citizen Kane,False,8.009,5344
155,False,/VuukZLgaCrho2Ar8Scl9HtV3yD.jpg,"[878, 28]",335983,en,Venom,"Investigative journalist Eddie Brock attempts a comeback following a scandal, but accidentally becomes the host of Venom, a violent, super powerful alien symbiote. Soon, he must rely on his newfound powers to protect the world from a shadowy organization looking for a symbiote of their own.",179.084,/2uNW4WbgBXL25BAbXGLnLqX71Sw.jpg,2018-09-28,Venom,False,6.828,15436
156,False,/t6TL7V9IsT4Ktx6YO8b1UYj3agd.jpg,"[35, 28, 80]",339846,en,Baywatch,"Devoted lifeguard Mitch Buchannon butts heads with a brash new recruit. Together, they uncover a local criminal plot that threatens the future of the Bay.",168.45,/6HE4xd8zloDqmjMZuhUCCw2UcY1.jpg,2017-05-25,Baywatch,False,6.095,7855
157,False,/3P52oz9HPQWxcwHOwxtyrVV1LKi.jpg,"[28, 35, 12]",383498,en,Deadpool 2,Wisecracking mercenary Deadpool battles the evil and powerful Cable and other bad guys to save a boy's life.,178.189,/to0spRl1CMDvyUbOnbb4fTk3VAd.jpg,2018-05-10,Deadpool 2,False,7.488,17181
158,False,/tmU7GeKVybMWFButWEGl2M4GeiP.jpg,"[18, 80]",238,en,The Godfather,"Spanning the years 1945 to 1955, a chronicle of the fictional Italian-American Corleone crime family. When organized crime family patriarch, Vito Corleone barely survives an attempt on his life, his youngest son, Michael steps in to take care of the would-be killers, launching a campaign of bloody revenge.",172.866,/3bhkrj58Vtu7enYsRolD1fZdja1.jpg,1972-03-14,The Godfather,False,8.693,20000
159,False,/wW7Wt5bXzPy4VOEE4LTIUDyDgBo.jpg,"[12, 14, 28]",22,en,Pirates of the Caribbean: The Curse of the Black Pearl,"Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.",152.838,/poHwCZeWzJCShH7tOjg8RIoyjcw.jpg,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,False,7.802,20110
160,False,/rmNlWyez5cniGtXkgixG1ezdqVk.jpg,"[28, 53]",1093995,en,Chief of Station,"After learning that the death of his wife was not an accident, a former CIA Station Chief is forced back into the espionage underworld, teaming up with an adversary to unravel a conspiracy that challenges everything he thought he knew.",176.789,/uuA01PTtPombRPvL9dvsBqOBJWm.jpg,2024-05-02,Chief of Station,False,5.441,51
161,False,/cavK9ox37pxDg11RvJINMH63onU.jpg,"[27, 53]",744857,es,Cuando acecha la maldad,"Residents of a small rural town discover that a demon is about to be born among them. They desperately try to escape before the evil is born, but it may be too late.",155.148,/iQ7G9LhP7NRRIUM4Vlai3eOxBAc.jpg,2023-10-05,When Evil Lurks,False,7.428,773
162,False,/uhG8XcEOoiUnPjyVxdynziwThtv.jpg,"[27, 18, 9648]",1020896,no,Håndtering av udøde,"On an abnormally hot summer day in Oslo, a strange electric field surrounds the city as a collective migraine spreads across town and the newly deceased awake from death.",264.474,/8Jk3aS7tMOD9VRHy7GPIP5OibWw.jpg,2024-02-09,Handling the Undead,False,6.25,12
163,False,/bpV8wn48s82au37QyUJ51S7X2Vf.jpg,[18],489,en,Good Will Hunting,"When professors discover that an aimless janitor is also a math genius, a therapist helps the young man confront the demons that are holding him back.",172.026,/bABCBKYBK7A5G1x0FzoeoNfuj2.jpg,1997-12-05,Good Will Hunting,False,8.154,11981
164,False,,[],1070852,es,Macbeth - Liceu,,113.01,/rixnBIco4Lb2BoAxPDrnzynkDgu.jpg,2016-10-20,Macbeth - Liceu,False,5.0,1
165,False,,[99],121496,es,El último truco,"Documentary film about visual effects master Emilio Ruiz del Rio. From his early works on films at 1942, to his last contribution at 2007, Emilio Ruiz talks on his film experiences and traditional trickery, using foreground miniatures, glass shots, and painted cut out miniatures. It shows interviews with some of the professionals he has worked with, like, Rafaela de Laurentiis, Ray Harryhausen, Guillermo del Toro, or Enzo Castellari",112.87,/7zbhCfLJ4CBrRTH5Y0BypUB4mHl.jpg,2008-11-20,El último truco,False,7.3,3
166,False,/cCvp5Sni75agCtyJkNOMapORUQV.jpg,"[28, 80, 18]",111,en,Scarface,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.",158.184,/iQ5ztdjvteGeboxtmRdXEChJOHh.jpg,1983-12-09,Scarface,False,8.17,11444
167,False,/2iUSt1J8weST8EyoPG8Jwk5hdQX.jpg,[10402],1070879,es,Turandot - Liceu,,112.562,/3onFwNuveK2SVKfeXhG2wTKInlk.jpg,2020-09-19,Turandot - Liceu,False,6.0,1
168,False,/n5A7brJCjejceZmHyujwUTVgQNC.jpg,"[14, 12]",12445,en,Harry Potter and the Deathly Hallows: Part 2,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",125.333,/c54HpQmuwXjHq2C9wmoACjxoom3.jpg,2011-07-12,Harry Potter and the Deathly Hallows: Part 2,False,8.098,20090
169,False,/oZwwwezJFlHmQGBRJDLmENXwOIt.jpg,"[9648, 27, 878]",378018,en,The Void,"In the middle of a routine patrol, officer Daniel Carter happens upon a blood-soaked figure limping down a deserted stretch of road. He rushes the young man to a nearby rural hospital staffed by a skeleton crew, only to discover that patients and personnel are transforming into something inhuman. As the horror intensifies, Carter leads the other survivors on a hellish voyage into the subterranean depths of the hospital in a desperate bid to end the nightmare before it's too late.",170.579,/c0WLRyT0AmUi41nVXBnqmJshIBn.jpg,2016-09-22,The Void,False,5.959,1187
170,False,,"[99, 12]",980220,ca,Planeta Blanc,"Planeta Blanc is a documentary about the first-ever disabled expedition to conquer the South Pole ,Following the last steps of Ernest Shackleton. A history about the capacity of the handicapped.",112.251,/8WUqGyC2NGM20xTzQKQimDxMEfO.jpg,2013-06-01,"White Planet, our South Pole",False,7.0,1
171,False,/zQ4sKBzuX3tgGpl6eiGYT0ur9Nk.jpg,"[18, 10749]",24584,en,Get Real,"Steven spends his school days longing for all-star athlete John. But John has a gorgeous girlfriend, and Steven is still in the closet. Steven's sole confidant is his friend Linda. After a curious run-in with John in a public restroom, Steven starts to wonder if the jock is straight after all. When they begin a romance, it threatens to expose the truth about both of them.",180.003,/k7KCBnt1VXFhPjoTSt4MePr1MpI.jpg,1998-08-16,Get Real,False,6.7,153
172,False,,[35],980418,es,Sala B,,111.944,,2007-04-06,Sala B,False,0.0,0
173,False,/jQCykz7QasN1chtMkUL5vPW8EJy.jpg,[],1072925,es,Hangin',,111.93,/cbJpkEHr6d94BFry8DulBjGm66K.jpg,2011-01-01,Hangin',False,0.0,0
174,False,/j9eOeLlTGoHoM8BNUJVNyWmIvCi.jpg,"[10749, 35]",1072790,en,Anyone But You,"After an amazing first date, Bea and Ben’s fiery attraction turns ice cold — until they find themselves unexpectedly reunited at a destination wedding in Australia. So they do what any two mature adults would do: pretend to be a couple.",180.695,/5qHoazZiaLe7oFBok7XlUhg96f2.jpg,2023-12-21,Anyone But You,False,7.038,1664
175,False,/d3Y9L11tgnYIKhAaRWfbaKGCjcM.jpg,"[35, 80, 28, 18]",399170,en,Logan Lucky,"Trying to reverse a family curse, brothers Jimmy and Clyde Logan set out to execute an elaborate robbery during the legendary Coca-Cola 600 race at the Charlotte Motor Speedway.",153.298,/mQrhrBaaHvRfBQq0Px3HtVbH9iE.jpg,2017-08-17,Logan Lucky,False,6.726,3388
176,False,,[],1071610,es,Torre Barona,,111.053,,2010-01-09,Torre Barona,False,5.0,1
177,False,,"[99, 36]",645397,es,200 Km,"200 km follows the marches carried out by Sintel workers to reach Madrid on May 1, 2002. Sintel was a subsidiary of Telefónica that, when it was privatized, was closed, leaving its 1,800 workers on the streets. One year after setting up the ""Camp of Hope"" with which they occupied Madrid's Avenida de la Castellana for months, and with the promises they were made unfulfilled, Sintel workers began a 10-day, 200-km march to Madrid to claim your job. Premiered on San Sebastian Film Festival 2003.",111.014,/3nQ3bVlFeIa5hMjP1sYOMTgAYlA.jpg,2003-01-01,200 Km,False,6.5,2
178,False,/75nSb1fbWooipwcSU5bUttiOriI.jpg,"[16, 12, 14]",508883,ja,君たちはどう生きるか,"While the Second World War rages, the teenage Mahito, haunted by his mother's tragic death, is relocated from Tokyo to the serene rural home of his new stepmother Natsuko, a woman who bears a striking resemblance to the boy's mother. As he tries to adjust, this strange new world grows even stranger following the appearance of a persistent gray heron, who perplexes and bedevils Mahito, dubbing him the ""long-awaited one.""",258.881,/jDQPkgzerGophKRRn7MKm071vCU.jpg,2023-07-14,The Boy and the Heron,False,7.454,1287
179,False,/3zvZ699gMW2RhWc0GisIukzq0Ls.jpg,"[28, 12, 14]",284052,en,Doctor Strange,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",179.474,/7WfK17BXE6szXlm4WOxfswgbdsL.jpg,2016-10-25,Doctor Strange,False,7.422,21700
180,False,/baJHUXBcoaHnMf2sjwegbuhIjEV.jpg,[878],9482,en,Judge Dredd,"In a dystopian future, Dredd, the most famous judge (a cop with instant field judiciary powers) is convicted for a crime he did not commit while his murderous counterpart escapes.",186.704,/cfSnKn8NDU3m8UxihjVcYprA0Aq.jpg,1995-06-30,Judge Dredd,False,5.8,2394
181,False,/3nYlM34QhzdtAvWRV5bN4nLtnTc.jpg,"[27, 53, 12]",578,en,Jaws,"When the seaside community of Amity finds itself under attack by a dangerous great white shark, the town's chief of police, a young marine biologist, and a grizzled hunter embark on a desperate quest to destroy the beast before it strikes again.",175.17,/lxM6kqilAdpdhqUl2biYp5frUxE.jpg,1975-06-20,Jaws,False,7.7,10107
182,False,/yc0jYCnnlh8qC39P5mXj5G67VWJ.jpg,"[27, 9648]",635,en,Angel Heart,"A down-and-out Brooklyn detective is hired to track down a singer on an odyssey that will take him through the desperate streets of Harlem, the smoke-filled jazz clubs of New Orleans, and the swamps of Louisiana and its seedy underworld of voodoo.",151.654,/h5v3wjJQNB7q2RntEnKDLhKtTFE.jpg,1987-03-06,Angel Heart,False,7.1,1469
183,False,/uQqQvmptJLPTcWDrZXn22p7j7s3.jpg,"[28, 80, 18, 53]",395990,en,Death Wish,A mild-mannered father is transformed into a killing machine after his family is torn apart by a violent act.,164.641,/g0eEEZAqMf98ULQnoiORuazjOpn.jpg,2018-03-02,Death Wish,False,6.163,2496
184,False,/jsoz1HlxczSuTx0mDl2h0lxy36l.jpg,"[14, 28, 35]",616037,en,Thor: Love and Thunder,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",127.854,/pIkRyD18kl4FhoCNQuWxWu5cBLM.jpg,2022-07-06,Thor: Love and Thunder,False,6.464,7241
185,False,/5fxTB08O7CW1hAcN2MWOKodp1h1.jpg,"[18, 35]",615777,en,Babylon,"A tale of outsized ambition and outrageous excess, tracing the rise and fall of multiple characters in an era of unbridled decadence and depravity during Hollywood's transition from silent films to sound films in the late 1920s.",177.608,/wjOHjWCUE0YzDiEzKv8AfqHj3ir.jpg,2022-12-22,Babylon,False,7.41,2854
186,False,/tBmJCH9llj1Q9jDOS7vGWnl7GVj.jpg,"[16, 878, 28]",1209288,en,Justice League: Crisis on Infinite Earths Part Two,"An endless army of shadow demons bent on the destruction of all reality swarms over our world and all parallel Earths! The only thing opposing them is the mightiest team of metahumans ever assembled. But not even the combined power of Superman, Batman, Wonder Woman, Green Lantern and all their fellow superheroes can slow down the onslaught of this invincible horde. What mysterious force is driving them? And how do the long-buried secrets of the Monitor and Supergirl threaten to crush our last defense?",200.563,/g8ak4QAGLZpqMs3CpnFHWWfIzJQ.jpg,2024-04-22,Justice League: Crisis on Infinite Earths Part Two,False,6.888,98
187,False,,"[99, 10402]",378077,ca,Cançons d'amor i Anarquia,,110.162,/jxH91vKZ7IBDNMAfFrwEQl0b796.jpg,2014-01-18,Cançons d'amor i Anarquia,False,0.0,0
188,False,/2tE0A6WjLowwQOUY8se1Xlf3O6U.jpg,"[18, 36]",68730,en,Silence,"Two Jesuit priests travel to seventeenth century Japan which has, under the Tokugawa shogunate, banned Catholicism and almost all foreign contact.",167.26,/x5T0cQDYws0xRBVG4Q3wpcrcmax.jpg,2016-12-22,Silence,False,7.125,2979
189,False,,[10402],1070859,es,Romeo et Juliette - Liceu,,109.917,/uPozBCnC2Dv52cmJGMU6Tt8g02D.jpg,2018-02-27,Romeo et Juliette - Liceu,False,7.0,1
190,False,/fn4n6uOYcB6Uh89nbNPoU2w80RV.jpg,"[28, 12, 878, 18]",315635,en,Spider-Man: Homecoming,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",154.871,/c24sv2weTHPsmDa7jEMN0m2P3RT.jpg,2017-07-05,Spider-Man: Homecoming,False,7.3,21322
191,False,,[35],980426,es,¡Qué glande es el cine!,,109.296,,2005-07-03,¡Qué glande es el cine!,False,1.0,1
